,Date,Fed Reference Rate,Hike Cycle,Cut Cycle
7172,5/17/2002,1.75,,2000_2004
7173,5/18/2002,1.75,,2000_2004
7174,5/19/2002,1.75,,2000_2004
7175,5/20/2002,1.75,,2000_2004
7176,5/21/2002,1.75,,2000_2004
7177,5/22/2002,1.75,,2000_2004
7178,5/23/2002,1.75,,2000_2004
7179,5/24/2002,1.75,,2000_2004
7180,5/25/2002,1.75,,2000_2004
7181,5/26/2002,1.75,,2000_2004
7182,5/27/2002,1.75,,2000_2004
7183,5/28/2002,1.75,,2000_2004
7184,5/29/2002,1.75,,2000_2004
7185,5/30/2002,1.75,,2000_2004
7186,5/31/2002,1.75,,2000_2004
7187,6/1/2002,1.75,,2000_2004
7188,6/2/2002,1.75,,2000_2004
7189,6/3/2002,1.75,,2000_2004
7190,6/4/2002,1.75,,2000_2004
7191,6/5/2002,1.75,,2000_2004
7192,6/6/2002,1.75,,2000_2004
7193,6/7/2002,1.75,,2000_2004
7194,6/8/2002,1.75,,2000_2004
7195,6/9/2002,1.75,,2000_2004
7196,6/10/2002,1.75,,2000_2004
7197,6/11/2002,1.75,,2000_2004
7198,6/12/2002,1.75,,2000_2004
7199,6/13/2002,1.75,,2000_2004
7200,6/14/2002,1.75,,2000_2004
7201,6/15/2002,1.75,,2000_2004
7202,6/16/2002,1.75,,2000_2004
7203,6/17/2002,1.75,,2000_2004
7204,6/18/2002,1.75,,2000_2004
7205,6/19/2002,1.75,,2000_2004
7206,6/20/2002,1.75,,2000_2004
7207,6/21/2002,1.75,,2000_2004
7208,6/22/2002,1.75,,2000_2004
7209,6/23/2002,1.75,,2000_2004
7210,6/24/2002,1.75,,2000_2004
7211,6/25/2002,1.75,,2000_2004
7212,6/26/2002,1.75,,2000_2004
7213,6/27/2002,1.75,,2000_2004
7214,6/28/2002,1.75,,2000_2004
7215,6/29/2002,1.75,,2000_2004
7216,6/30/2002,1.75,,2000_2004
7217,7/1/2002,1.75,,2000_2004
7218,7/2/2002,1.75,,2000_2004
7219,7/3/2002,1.75,,2000_2004
7220,7/4/2002,1.75,,2000_2004
7221,7/5/2002,1.75,,2000_2004
7222,7/6/2002,1.75,,2000_2004
7223,7/7/2002,1.75,,2000_2004
7224,7/8/2002,1.75,,2000_2004
7225,7/9/2002,1.75,,2000_2004
7226,7/10/2002,1.75,,2000_2004
7227,7/11/2002,1.75,,2000_2004
7228,7/12/2002,1.75,,2000_2004
7229,7/13/2002,1.75,,2000_2004
7230,7/14/2002,1.75,,2000_2004
7231,7/15/2002,1.75,,2000_2004
7232,7/16/2002,1.75,,2000_2004
7233,7/17/2002,1.75,,2000_2004
7234,7/18/2002,1.75,,2000_2004
7235,7/19/2002,1.75,,2000_2004
7236,7/20/2002,1.75,,2000_2004
7237,7/21/2002,1.75,,2000_2004
7238,7/22/2002,1.75,,2000_2004
7239,7/23/2002,1.75,,2000_2004
7240,7/24/2002,1.75,,2000_2004
7241,7/25/2002,1.75,,2000_2004
7242,7/26/2002,1.75,,2000_2004
7243,7/27/2002,1.75,,2000_2004
7244,7/28/2002,1.75,,2000_2004
7245,7/29/2002,1.75,,2000_2004
7246,7/30/2002,1.75,,2000_2004
7247,7/31/2002,1.75,,2000_2004
7248,8/1/2002,1.75,,2000_2004
7249,8/2/2002,1.75,,2000_2004
7250,8/3/2002,1.75,,2000_2004
7251,8/4/2002,1.75,,2000_2004
7252,8/5/2002,1.75,,2000_2004
7253,8/6/2002,1.75,,2000_2004
7254,8/7/2002,1.75,,2000_2004
7255,8/8/2002,1.75,,2000_2004
7256,8/9/2002,1.75,,2000_2004
7257,8/10/2002,1.75,,2000_2004
7258,8/11/2002,1.75,,2000_2004
7259,8/12/2002,1.75,,2000_2004
7260,8/13/2002,1.75,,2000_2004
7261,8/14/2002,1.75,,2000_2004
7262,8/15/2002,1.75,,2000_2004
7263,8/16/2002,1.75,,2000_2004
7264,8/17/2002,1.75,,2000_2004
7265,8/18/2002,1.75,,2000_2004
7266,8/19/2002,1.75,,2000_2004
7267,8/20/2002,1.75,,2000_2004
7268,8/21/2002,1.75,,2000_2004
7269,8/22/2002,1.75,,2000_2004
7270,8/23/2002,1.75,,2000_2004
7271,8/24/2002,1.75,,2000_2004
7272,8/25/2002,1.75,,2000_2004
7273,8/26/2002,1.75,,2000_2004
7274,8/27/2002,1.75,,2000_2004
7275,8/28/2002,1.75,,2000_2004
7276,8/29/2002,1.75,,2000_2004
7277,8/30/2002,1.75,,2000_2004
7278,8/31/2002,1.75,,2000_2004
7279,9/1/2002,1.75,,2000_2004
7280,9/2/2002,1.75,,2000_2004
7281,9/3/2002,1.75,,2000_2004
7282,9/4/2002,1.75,,2000_2004
7283,9/5/2002,1.75,,2000_2004
7284,9/6/2002,1.75,,2000_2004
7285,9/7/2002,1.75,,2000_2004
7286,9/8/2002,1.75,,2000_2004
7287,9/9/2002,1.75,,2000_2004
7288,9/10/2002,1.75,,2000_2004
7289,9/11/2002,1.75,,2000_2004
7290,9/12/2002,1.75,,2000_2004
7291,9/13/2002,1.75,,2000_2004
7292,9/14/2002,1.75,,2000_2004
7293,9/15/2002,1.75,,2000_2004
7294,9/16/2002,1.75,,2000_2004
7295,9/17/2002,1.75,,2000_2004
7296,9/18/2002,1.75,,2000_2004
7297,9/19/2002,1.75,,2000_2004
7298,9/20/2002,1.75,,2000_2004
7299,9/21/2002,1.75,,2000_2004
7300,9/22/2002,1.75,,2000_2004
7301,9/23/2002,1.75,,2000_2004
7302,9/24/2002,1.75,,2000_2004
7303,9/25/2002,1.75,,2000_2004
7304,9/26/2002,1.75,,2000_2004
7305,9/27/2002,1.75,,2000_2004
7306,9/28/2002,1.75,,2000_2004
7307,9/29/2002,1.75,,2000_2004
7308,9/30/2002,1.75,,2000_2004
7309,10/1/2002,1.75,,2000_2004
7310,10/2/2002,1.75,,2000_2004
7311,10/3/2002,1.75,,2000_2004
7312,10/4/2002,1.75,,2000_2004
7313,10/5/2002,1.75,,2000_2004
7314,10/6/2002,1.75,,2000_2004
7315,10/7/2002,1.75,,2000_2004
7316,10/8/2002,1.75,,2000_2004
7317,10/9/2002,1.75,,2000_2004
7318,10/10/2002,1.75,,2000_2004
7319,10/11/2002,1.75,,2000_2004
7320,10/12/2002,1.75,,2000_2004
7321,10/13/2002,1.75,,2000_2004
7322,10/14/2002,1.75,,2000_2004
7323,10/15/2002,1.75,,2000_2004
7324,10/16/2002,1.75,,2000_2004
7325,10/17/2002,1.75,,2000_2004
7326,10/18/2002,1.75,,2000_2004
7327,10/19/2002,1.75,,2000_2004
7328,10/20/2002,1.75,,2000_2004
7329,10/21/2002,1.75,,2000_2004
7330,10/22/2002,1.75,,2000_2004
7331,10/23/2002,1.75,,2000_2004
7332,10/24/2002,1.75,,2000_2004
7333,10/25/2002,1.75,,2000_2004
7334,10/26/2002,1.75,,2000_2004
7335,10/27/2002,1.75,,2000_2004
7336,10/28/2002,1.75,,2000_2004
7337,10/29/2002,1.75,,2000_2004
7338,10/30/2002,1.75,,2000_2004
7339,10/31/2002,1.75,,2000_2004
7340,11/1/2002,1.75,,2000_2004
7341,11/2/2002,1.75,,2000_2004
7342,11/3/2002,1.75,,2000_2004
7343,11/4/2002,1.75,,2000_2004
7344,11/5/2002,1.75,,2000_2004
7345,11/6/2002,1.25,,2000_2004
7346,11/7/2002,1.25,,2000_2004
7347,11/8/2002,1.25,,2000_2004
7348,11/9/2002,1.25,,2000_2004
7349,11/10/2002,1.25,,2000_2004
7350,11/11/2002,1.25,,2000_2004
7351,11/12/2002,1.25,,2000_2004
7352,11/13/2002,1.25,,2000_2004
7353,11/14/2002,1.25,,2000_2004
7354,11/15/2002,1.25,,2000_2004
7355,11/16/2002,1.25,,2000_2004
7356,11/17/2002,1.25,,2000_2004
7357,11/18/2002,1.25,,2000_2004
7358,11/19/2002,1.25,,2000_2004
7359,11/20/2002,1.25,,2000_2004
7360,11/21/2002,1.25,,2000_2004
7361,11/22/2002,1.25,,2000_2004
7362,11/23/2002,1.25,,2000_2004
7363,11/24/2002,1.25,,2000_2004
7364,11/25/2002,1.25,,2000_2004
7365,11/26/2002,1.25,,2000_2004
7366,11/27/2002,1.25,,2000_2004
7367,11/28/2002,1.25,,2000_2004
7368,11/29/2002,1.25,,2000_2004
7369,11/30/2002,1.25,,2000_2004
7370,12/1/2002,1.25,,2000_2004
7371,12/2/2002,1.25,,2000_2004
7372,12/3/2002,1.25,,2000_2004
7373,12/4/2002,1.25,,2000_2004
7374,12/5/2002,1.25,,2000_2004
7375,12/6/2002,1.25,,2000_2004
7376,12/7/2002,1.25,,2000_2004
7377,12/8/2002,1.25,,2000_2004
7378,12/9/2002,1.25,,2000_2004
7379,12/10/2002,1.25,,2000_2004
7380,12/11/2002,1.25,,2000_2004
7381,12/12/2002,1.25,,2000_2004
7382,12/13/2002,1.25,,2000_2004
7383,12/14/2002,1.25,,2000_2004
7384,12/15/2002,1.25,,2000_2004
7385,12/16/2002,1.25,,2000_2004
7386,12/17/2002,1.25,,2000_2004
7387,12/18/2002,1.25,,2000_2004
7388,12/19/2002,1.25,,2000_2004
7389,12/20/2002,1.25,,2000_2004
7390,12/21/2002,1.25,,2000_2004
7391,12/22/2002,1.25,,2000_2004
7392,12/23/2002,1.25,,2000_2004
7393,12/24/2002,1.25,,2000_2004
7394,12/25/2002,1.25,,2000_2004
7395,12/26/2002,1.25,,2000_2004
7396,12/27/2002,1.25,,2000_2004
7397,12/28/2002,1.25,,2000_2004
7398,12/29/2002,1.25,,2000_2004
7399,12/30/2002,1.25,,2000_2004
7400,12/31/2002,1.25,,2000_2004
7401,1/1/2003,1.25,,2000_2004
7402,1/2/2003,1.25,,2000_2004
7403,1/3/2003,1.25,,2000_2004
7404,1/4/2003,1.25,,2000_2004
7405,1/5/2003,1.25,,2000_2004
7406,1/6/2003,1.25,,2000_2004
7407,1/7/2003,1.25,,2000_2004
7408,1/8/2003,1.25,,2000_2004
7409,1/9/2003,1.25,,2000_2004
7410,1/10/2003,1.25,,2000_2004
7411,1/11/2003,1.25,,2000_2004
7412,1/12/2003,1.25,,2000_2004
7413,1/13/2003,1.25,,2000_2004
7414,1/14/2003,1.25,,2000_2004
7415,1/15/2003,1.25,,2000_2004
7416,1/16/2003,1.25,,2000_2004
7417,1/17/2003,1.25,,2000_2004
7418,1/18/2003,1.25,,2000_2004
7419,1/19/2003,1.25,,2000_2004
7420,1/20/2003,1.25,,2000_2004
7421,1/21/2003,1.25,,2000_2004
7422,1/22/2003,1.25,,2000_2004
7423,1/23/2003,1.25,,2000_2004
7424,1/24/2003,1.25,,2000_2004
7425,1/25/2003,1.25,,2000_2004
7426,1/26/2003,1.25,,2000_2004
7427,1/27/2003,1.25,,2000_2004
7428,1/28/2003,1.25,,2000_2004
7429,1/29/2003,1.25,,2000_2004
7430,1/30/2003,1.25,,2000_2004
7431,1/31/2003,1.25,,2000_2004
7432,2/1/2003,1.25,,2000_2004
7433,2/2/2003,1.25,,2000_2004
7434,2/3/2003,1.25,,2000_2004
7435,2/4/2003,1.25,,2000_2004
7436,2/5/2003,1.25,,2000_2004
7437,2/6/2003,1.25,,2000_2004
7438,2/7/2003,1.25,,2000_2004
7439,2/8/2003,1.25,,2000_2004
7440,2/9/2003,1.25,,2000_2004
7441,2/10/2003,1.25,,2000_2004
7442,2/11/2003,1.25,,2000_2004
7443,2/12/2003,1.25,,2000_2004
7444,2/13/2003,1.25,,2000_2004
7445,2/14/2003,1.25,,2000_2004
7446,2/15/2003,1.25,,2000_2004
7447,2/16/2003,1.25,,2000_2004
7448,2/17/2003,1.25,,2000_2004
7449,2/18/2003,1.25,,2000_2004
7450,2/19/2003,1.25,,2000_2004
7451,2/20/2003,1.25,,2000_2004
7452,2/21/2003,1.25,,2000_2004
7453,2/22/2003,1.25,,2000_2004
7454,2/23/2003,1.25,,2000_2004
7455,2/24/2003,1.25,,2000_2004
7456,2/25/2003,1.25,,2000_2004
7457,2/26/2003,1.25,,2000_2004
7458,2/27/2003,1.25,,2000_2004
7459,2/28/2003,1.25,,2000_2004
7460,3/1/2003,1.25,,2000_2004
7461,3/2/2003,1.25,,2000_2004
7462,3/3/2003,1.25,,2000_2004
7463,3/4/2003,1.25,,2000_2004
7464,3/5/2003,1.25,,2000_2004
7465,3/6/2003,1.25,,2000_2004
7466,3/7/2003,1.25,,2000_2004
7467,3/8/2003,1.25,,2000_2004
7468,3/9/2003,1.25,,2000_2004
7469,3/10/2003,1.25,,2000_2004
7470,3/11/2003,1.25,,2000_2004
7471,3/12/2003,1.25,,2000_2004
7472,3/13/2003,1.25,,2000_2004
7473,3/14/2003,1.25,,2000_2004
7474,3/15/2003,1.25,,2000_2004
7475,3/16/2003,1.25,,2000_2004
7476,3/17/2003,1.25,,2000_2004
7477,3/18/2003,1.25,,2000_2004
7478,3/19/2003,1.25,,2000_2004
7479,3/20/2003,1.25,,2000_2004
7480,3/21/2003,1.25,,2000_2004
7481,3/22/2003,1.25,,2000_2004
7482,3/23/2003,1.25,,2000_2004
7483,3/24/2003,1.25,,2000_2004
7484,3/25/2003,1.25,,2000_2004
7485,3/26/2003,1.25,,2000_2004
7486,3/27/2003,1.25,,2000_2004
7487,3/28/2003,1.25,,2000_2004
7488,3/29/2003,1.25,,2000_2004
7489,3/30/2003,1.25,,2000_2004
7490,3/31/2003,1.25,,2000_2004
7491,4/1/2003,1.25,,2000_2004
7492,4/2/2003,1.25,,2000_2004
7493,4/3/2003,1.25,,2000_2004
7494,4/4/2003,1.25,,2000_2004
7495,4/5/2003,1.25,,2000_2004
7496,4/6/2003,1.25,,2000_2004
7497,4/7/2003,1.25,,2000_2004
7498,4/8/2003,1.25,,2000_2004
7499,4/9/2003,1.25,,2000_2004
7500,4/10/2003,1.25,,2000_2004
7501,4/11/2003,1.25,,2000_2004
7502,4/12/2003,1.25,,2000_2004
7503,4/13/2003,1.25,,2000_2004
7504,4/14/2003,1.25,,2000_2004
7505,4/15/2003,1.25,,2000_2004
7506,4/16/2003,1.25,,2000_2004
7507,4/17/2003,1.25,,2000_2004
7508,4/18/2003,1.25,,2000_2004
7509,4/19/2003,1.25,,2000_2004
7510,4/20/2003,1.25,,2000_2004
7511,4/21/2003,1.25,,2000_2004
7512,4/22/2003,1.25,,2000_2004
7513,4/23/2003,1.25,,2000_2004
7514,4/24/2003,1.25,,2000_2004
7515,4/25/2003,1.25,,2000_2004
7516,4/26/2003,1.25,,2000_2004
7517,4/27/2003,1.25,,2000_2004
7518,4/28/2003,1.25,,2000_2004
7519,4/29/2003,1.25,,2000_2004
7520,4/30/2003,1.25,,2000_2004
7521,5/1/2003,1.25,,2000_2004
7522,5/2/2003,1.25,,2000_2004
7523,5/3/2003,1.25,,2000_2004
7524,5/4/2003,1.25,,2000_2004
7525,5/5/2003,1.25,,2000_2004
7526,5/6/2003,1.25,,2000_2004
7527,5/7/2003,1.25,,2000_2004
7528,5/8/2003,1.25,,2000_2004
7529,5/9/2003,1.25,,2000_2004
7530,5/10/2003,1.25,,2000_2004
7531,5/11/2003,1.25,,2000_2004
7532,5/12/2003,1.25,,2000_2004
7533,5/13/2003,1.25,,2000_2004
7534,5/14/2003,1.25,,2000_2004
7535,5/15/2003,1.25,,2000_2004
7536,5/16/2003,1.25,,2000_2004
7537,5/17/2003,1.25,,2000_2004
7538,5/18/2003,1.25,,2000_2004
7539,5/19/2003,1.25,,2000_2004
7540,5/20/2003,1.25,,2000_2004
7541,5/21/2003,1.25,,2000_2004
7542,5/22/2003,1.25,,2000_2004
7543,5/23/2003,1.25,,2000_2004
7544,5/24/2003,1.25,,2000_2004
7545,5/25/2003,1.25,,2000_2004
7546,5/26/2003,1.25,,2000_2004
7547,5/27/2003,1.25,,2000_2004
7548,5/28/2003,1.25,,2000_2004
7549,5/29/2003,1.25,,2000_2004
7550,5/30/2003,1.25,,2000_2004
7551,5/31/2003,1.25,,2000_2004
7552,6/1/2003,1.25,,2000_2004
7553,6/2/2003,1.25,,2000_2004
7554,6/3/2003,1.25,,2000_2004
7555,6/4/2003,1.25,,2000_2004
7556,6/5/2003,1.25,,2000_2004
7557,6/6/2003,1.25,,2000_2004
7558,6/7/2003,1.25,,2000_2004
7559,6/8/2003,1.25,,2000_2004
7560,6/9/2003,1.25,,2000_2004
7561,6/10/2003,1.25,,2000_2004
7562,6/11/2003,1.25,,2000_2004
7563,6/12/2003,1.25,,2000_2004
7564,6/13/2003,1.25,,2000_2004
7565,6/14/2003,1.25,,2000_2004
7566,6/15/2003,1.25,,2000_2004
7567,6/16/2003,1.25,,2000_2004
7568,6/17/2003,1.25,,2000_2004
7569,6/18/2003,1.25,,2000_2004
7570,6/19/2003,1.25,,2000_2004
7571,6/20/2003,1.25,,2000_2004
7572,6/21/2003,1.25,,2000_2004
7573,6/22/2003,1.25,,2000_2004
7574,6/23/2003,1.25,,2000_2004
7575,6/24/2003,1.25,,2000_2004
7576,6/25/2003,1,,2000_2004
7577,6/26/2003,1,,2000_2004
7578,6/27/2003,1,,2000_2004
7579,6/28/2003,1,,2000_2004
7580,6/29/2003,1,,2000_2004
7581,6/30/2003,1,,2000_2004
7582,7/1/2003,1,,2000_2004
7583,7/2/2003,1,,2000_2004
7584,7/3/2003,1,,2000_2004
7585,7/4/2003,1,,2000_2004
7586,7/5/2003,1,,2000_2004
7587,7/6/2003,1,,2000_2004
7588,7/7/2003,1,,2000_2004
7589,7/8/2003,1,,2000_2004
7590,7/9/2003,1,,2000_2004
7591,7/10/2003,1,,2000_2004
7592,7/11/2003,1,,2000_2004
7593,7/12/2003,1,,2000_2004
7594,7/13/2003,1,,2000_2004
7595,7/14/2003,1,,2000_2004
7596,7/15/2003,1,,2000_2004
7597,7/16/2003,1,,2000_2004
7598,7/17/2003,1,,2000_2004
7599,7/18/2003,1,,2000_2004
7600,7/19/2003,1,,2000_2004
7601,7/20/2003,1,,2000_2004
7602,7/21/2003,1,,2000_2004
7603,7/22/2003,1,,2000_2004
7604,7/23/2003,1,,2000_2004
7605,7/24/2003,1,,2000_2004
7606,7/25/2003,1,,2000_2004
7607,7/26/2003,1,,2000_2004
7608,7/27/2003,1,,2000_2004
7609,7/28/2003,1,,2000_2004
7610,7/29/2003,1,,2000_2004
7611,7/30/2003,1,,2000_2004
7612,7/31/2003,1,,2000_2004
7613,8/1/2003,1,,2000_2004
7614,8/2/2003,1,,2000_2004
7615,8/3/2003,1,,2000_2004
7616,8/4/2003,1,,2000_2004
7617,8/5/2003,1,,2000_2004
7618,8/6/2003,1,,2000_2004
7619,8/7/2003,1,,2000_2004
7620,8/8/2003,1,,2000_2004
7621,8/9/2003,1,,2000_2004
7622,8/10/2003,1,,2000_2004
7623,8/11/2003,1,,2000_2004
7624,8/12/2003,1,,2000_2004
7625,8/13/2003,1,,2000_2004
7626,8/14/2003,1,,2000_2004
7627,8/15/2003,1,,2000_2004
7628,8/16/2003,1,,2000_2004
7629,8/17/2003,1,,2000_2004
7630,8/18/2003,1,,2000_2004
7631,8/19/2003,1,,2000_2004
7632,8/20/2003,1,,2000_2004
7633,8/21/2003,1,,2000_2004
7634,8/22/2003,1,,2000_2004
7635,8/23/2003,1,,2000_2004
7636,8/24/2003,1,,2000_2004
7637,8/25/2003,1,,2000_2004
7638,8/26/2003,1,,2000_2004
7639,8/27/2003,1,,2000_2004
7640,8/28/2003,1,,2000_2004
7641,8/29/2003,1,,2000_2004
7642,8/30/2003,1,,2000_2004
7643,8/31/2003,1,,2000_2004
7644,9/1/2003,1,,2000_2004
7645,9/2/2003,1,,2000_2004
7646,9/3/2003,1,,2000_2004
7647,9/4/2003,1,,2000_2004
7648,9/5/2003,1,,2000_2004
7649,9/6/2003,1,,2000_2004
7650,9/7/2003,1,,2000_2004
7651,9/8/2003,1,,2000_2004
7652,9/9/2003,1,,2000_2004
7653,9/10/2003,1,,2000_2004
7654,9/11/2003,1,,2000_2004
7655,9/12/2003,1,,2000_2004
7656,9/13/2003,1,,2000_2004
7657,9/14/2003,1,,2000_2004
7658,9/15/2003,1,,2000_2004
7659,9/16/2003,1,,2000_2004
7660,9/17/2003,1,,2000_2004
7661,9/18/2003,1,,2000_2004
7662,9/19/2003,1,,2000_2004
7663,9/20/2003,1,,2000_2004
7664,9/21/2003,1,,2000_2004
7665,9/22/2003,1,,2000_2004
7666,9/23/2003,1,,2000_2004
7667,9/24/2003,1,,2000_2004
7668,9/25/2003,1,,2000_2004
7669,9/26/2003,1,,2000_2004
7670,9/27/2003,1,,2000_2004
7671,9/28/2003,1,,2000_2004
7672,9/29/2003,1,,2000_2004
7673,9/30/2003,1,,2000_2004
7674,10/1/2003,1,,2000_2004
7675,10/2/2003,1,,2000_2004
7676,10/3/2003,1,,2000_2004
7677,10/4/2003,1,,2000_2004
7678,10/5/2003,1,,2000_2004
7679,10/6/2003,1,,2000_2004
7680,10/7/2003,1,,2000_2004
7681,10/8/2003,1,,2000_2004
7682,10/9/2003,1,,2000_2004
7683,10/10/2003,1,,2000_2004
7684,10/11/2003,1,,2000_2004
7685,10/12/2003,1,,2000_2004
7686,10/13/2003,1,,2000_2004
7687,10/14/2003,1,,2000_2004
7688,10/15/2003,1,,2000_2004
7689,10/16/2003,1,,2000_2004
7690,10/17/2003,1,,2000_2004
7691,10/18/2003,1,,2000_2004
7692,10/19/2003,1,,2000_2004
7693,10/20/2003,1,,2000_2004
7694,10/21/2003,1,,2000_2004
7695,10/22/2003,1,,2000_2004
7696,10/23/2003,1,,2000_2004
7697,10/24/2003,1,,2000_2004
7698,10/25/2003,1,,2000_2004
7699,10/26/2003,1,,2000_2004
7700,10/27/2003,1,,2000_2004
7701,10/28/2003,1,,2000_2004
7702,10/29/2003,1,,2000_2004
7703,10/30/2003,1,,2000_2004
7704,10/31/2003,1,,2000_2004
7705,11/1/2003,1,,2000_2004
7706,11/2/2003,1,,2000_2004
7707,11/3/2003,1,,2000_2004
7708,11/4/2003,1,,2000_2004
7709,11/5/2003,1,,2000_2004
7710,11/6/2003,1,,2000_2004
7711,11/7/2003,1,,2000_2004
7712,11/8/2003,1,,2000_2004
7713,11/9/2003,1,,2000_2004
7714,11/10/2003,1,,2000_2004
7715,11/11/2003,1,,2000_2004
7716,11/12/2003,1,,2000_2004
7717,11/13/2003,1,,2000_2004
7718,11/14/2003,1,,2000_2004
7719,11/15/2003,1,,2000_2004
7720,11/16/2003,1,,2000_2004
7721,11/17/2003,1,,2000_2004
7722,11/18/2003,1,,2000_2004
7723,11/19/2003,1,,2000_2004
7724,11/20/2003,1,,2000_2004
7725,11/21/2003,1,,2000_2004
7726,11/22/2003,1,,2000_2004
7727,11/23/2003,1,,2000_2004
7728,11/24/2003,1,,2000_2004
7729,11/25/2003,1,,2000_2004
7730,11/26/2003,1,,2000_2004
7731,11/27/2003,1,,2000_2004
7732,11/28/2003,1,,2000_2004
7733,11/29/2003,1,,2000_2004
7734,11/30/2003,1,,2000_2004
7735,12/1/2003,1,,2000_2004
7736,12/2/2003,1,,2000_2004
7737,12/3/2003,1,,2000_2004
7738,12/4/2003,1,,2000_2004
7739,12/5/2003,1,,2000_2004
7740,12/6/2003,1,,2000_2004
7741,12/7/2003,1,,2000_2004
7742,12/8/2003,1,,2000_2004
7743,12/9/2003,1,,2000_2004
7744,12/10/2003,1,,2000_2004
7745,12/11/2003,1,,2000_2004
7746,12/12/2003,1,,2000_2004
7747,12/13/2003,1,,2000_2004
7748,12/14/2003,1,,2000_2004
7749,12/15/2003,1,,2000_2004
7750,12/16/2003,1,,2000_2004
7751,12/17/2003,1,,2000_2004
7752,12/18/2003,1,,2000_2004
7753,12/19/2003,1,,2000_2004
7754,12/20/2003,1,,2000_2004
7755,12/21/2003,1,,2000_2004
7756,12/22/2003,1,,2000_2004
7757,12/23/2003,1,,2000_2004
7758,12/24/2003,1,,2000_2004
7759,12/25/2003,1,,2000_2004
7760,12/26/2003,1,,2000_2004
7761,12/27/2003,1,,2000_2004
7762,12/28/2003,1,,2000_2004
7763,12/29/2003,1,,2000_2004
7764,12/30/2003,1,,2000_2004
7765,12/31/2003,1,,2000_2004
7766,1/1/2004,1,,2000_2004
7767,1/2/2004,1,,2000_2004
7768,1/3/2004,1,,2000_2004
7769,1/4/2004,1,,2000_2004
7770,1/5/2004,1,,2000_2004
7771,1/6/2004,1,,2000_2004
7772,1/7/2004,1,,2000_2004
7773,1/8/2004,1,,2000_2004
7774,1/9/2004,1,,2000_2004
7775,1/10/2004,1,,2000_2004
7776,1/11/2004,1,,2000_2004
7777,1/12/2004,1,,2000_2004
7778,1/13/2004,1,,2000_2004
7779,1/14/2004,1,,2000_2004
7780,1/15/2004,1,,2000_2004
7781,1/16/2004,1,,2000_2004
7782,1/17/2004,1,,2000_2004
7783,1/18/2004,1,,2000_2004
7784,1/19/2004,1,,2000_2004
7785,1/20/2004,1,,2000_2004
7786,1/21/2004,1,,2000_2004
7787,1/22/2004,1,,2000_2004
7788,1/23/2004,1,,2000_2004
7789,1/24/2004,1,,2000_2004
7790,1/25/2004,1,,2000_2004
7791,1/26/2004,1,,2000_2004
7792,1/27/2004,1,,2000_2004
7793,1/28/2004,1,,2000_2004
7794,1/29/2004,1,,2000_2004
7795,1/30/2004,1,,2000_2004
7796,1/31/2004,1,,2000_2004
7797,2/1/2004,1,,2000_2004
7798,2/2/2004,1,,2000_2004
7799,2/3/2004,1,,2000_2004
7800,2/4/2004,1,,2000_2004
7801,2/5/2004,1,,2000_2004
7802,2/6/2004,1,,2000_2004
7803,2/7/2004,1,,2000_2004
7804,2/8/2004,1,,2000_2004
7805,2/9/2004,1,,2000_2004
7806,2/10/2004,1,,2000_2004
7807,2/11/2004,1,,2000_2004
7808,2/12/2004,1,,2000_2004
7809,2/13/2004,1,,2000_2004
7810,2/14/2004,1,,2000_2004
7811,2/15/2004,1,,2000_2004
7812,2/16/2004,1,,2000_2004
7813,2/17/2004,1,,2000_2004
7814,2/18/2004,1,,2000_2004
7815,2/19/2004,1,,2000_2004
7816,2/20/2004,1,,2000_2004
7817,2/21/2004,1,,2000_2004
7818,2/22/2004,1,,2000_2004
7819,2/23/2004,1,,2000_2004
7820,2/24/2004,1,,2000_2004
7821,2/25/2004,1,,2000_2004
7822,2/26/2004,1,,2000_2004
7823,2/27/2004,1,,2000_2004
7824,2/28/2004,1,,2000_2004
7825,2/29/2004,1,,2000_2004
7826,3/1/2004,1,,2000_2004
7827,3/2/2004,1,,2000_2004
7828,3/3/2004,1,,2000_2004
7829,3/4/2004,1,,2000_2004
7830,3/5/2004,1,,2000_2004
7831,3/6/2004,1,,2000_2004
7832,3/7/2004,1,,2000_2004
7833,3/8/2004,1,,2000_2004
7834,3/9/2004,1,,2000_2004
7835,3/10/2004,1,,2000_2004
7836,3/11/2004,1,,2000_2004
7837,3/12/2004,1,,2000_2004
7838,3/13/2004,1,,2000_2004
7839,3/14/2004,1,,2000_2004
7840,3/15/2004,1,,2000_2004
7841,3/16/2004,1,,2000_2004
7842,3/17/2004,1,,2000_2004
7843,3/18/2004,1,,2000_2004
7844,3/19/2004,1,,2000_2004
7845,3/20/2004,1,,2000_2004
7846,3/21/2004,1,,2000_2004
7847,3/22/2004,1,,2000_2004
7848,3/23/2004,1,,2000_2004
7849,3/24/2004,1,,2000_2004
7850,3/25/2004,1,,2000_2004
7851,3/26/2004,1,,2000_2004
7852,3/27/2004,1,,2000_2004
7853,3/28/2004,1,,2000_2004
7854,3/29/2004,1,,2000_2004
7855,3/30/2004,1,,2000_2004
7856,3/31/2004,1,,2000_2004
7857,4/1/2004,1,,2000_2004
7858,4/2/2004,1,,2000_2004
7859,4/3/2004,1,,2000_2004
7860,4/4/2004,1,,2000_2004
7861,4/5/2004,1,,2000_2004
7862,4/6/2004,1,,2000_2004
7863,4/7/2004,1,,2000_2004
